Datetime,Text,Like
2022-07-20 09:19:27+00:00,"카투
제페토
신발
웨딩사진
포항풀빌라
승무원준비생
모바일게임
지55
기아타이거즈 https://t.co/qP2daUbACI",0
2022-07-20 09:16:41+00:00,"📹
#제페토 #zepeto #ゼペット https://t.co/l9oVxCqVK0",5
2022-07-20 09:15:37+00:00,"볼 한 번만 꼬집어 보고 싶음👶🤏
-
#제페토 #ZEPETO #ゼペット https://t.co/dJfXtqVQwR",11
2022-07-20 09:05:09+00:00,@urimirii 아제페토오랜만에깔아야지,0
2022-07-20 09:02:08+00:00,"@Hamst3rKun ...먼말이지? 동그랗게 생긴 애들이란 게 먼말 이에요
제페토가 혹시 본인 얼굴 기반으로 만드나요?
이게아닌가",0
2022-07-20 08:51:59+00:00,"NEW ITEM!!!
Sponsored by @end_bubble 

#ZEPETO #제페토 #ゼペット #evefit https://t.co/TDpQR6ETJo",14
2022-07-20 08:46:13+00:00,"커뮤 끝나면 애들 다같이 제페토해서 사진 찍었으면 좋겠음
친… 구들이 연공이란 걸 한다면",2
2022-07-20 08:45:52+00:00,"제 근황
제페토 재밌더군요 https://t.co/4LAtKo1CmT",2
2022-07-20 08:40:42+00:00,"이번 포토부스 너무 귀엽다 😭
#제페토 #zepeto #ゼペット https://t.co/HUp7QVYql2",12
2022-07-20 08:36:33+00:00,"[단독] 네이버 제페토, '메타버스 신시장' 중동 간다

- 3억명 사용 아랍어·터키어 버전 출시
- ""현지 메타버스 플랫폼 부재 적극 공략""

https://t.co/nURxA2oAbS

메타버스
다시잠시 코로나
그래서 인터넷 온라인 신성장동력
꾸준히 키워보기

보복소비 엄청싸돌아 다닐라햇는데
세상이조금 변했나..",3
2022-07-20 08:29:41+00:00,"극락고 핫가이 필두😉
https://t.co/8GUWXhVo0l
#제페토 #ZEPETO",1
2022-07-20 08:23:07+00:00,제페토 커마하고 월드에서노는것도재밋겟다 ㅇㅅㅇ,0
2022-07-20 08:12:52+00:00,#ZEPETO #제페토 #ゼペット https://t.co/2qRiWFSS9U,32
2022-07-20 07:53:16+00:00,@jh_2_14_ 꺄아아아아아아악 당신제페토너무좋아해(나도그래,0
2022-07-20 07:44:51+00:00,@often_virus 진정한 케이팝은 제페토 지…!!!,0
2022-07-20 07:43:44+00:00,"@lil_xiaolongbao 좋아요 !!!!! &gt;.&lt; 
저 뭔가 븨알챗도 제페토도 완전 극호임 ……….. 개잼씀요 ㅋㅋㅋㅋㅋㅋㅋㅌ투ㅜㅜ",0
2022-07-20 07:35:58+00:00,@Sinta0131_ ㅋㅋㅋㅋㅋ오타쿠 전용 헤어스타일도 만들어줘~!~!(제페토 : 기각) 앜ㅋㅋㅋㅋㅋ 텐님이 해주시는거 잘 보고 있어요ㅠㅠㅠ 저도 조만간 무언가를 해보겠습니다(? 하아 넘 좋아용 나중에 같이가요..!!,0
2022-07-20 07:34:20+00:00,"#제페토 #ZEPETO #제페토편집 #제페토_화보 #FolloMe #맞팔
_𝐌𝐎𝐃𝐄𝐋_ https://t.co/giFdu6wQw3",10
2022-07-20 07:30:00+00:00,제페토너무하다내아이템이퀄이좀구리긴한데!거절하지마라!!!!!하지마!!!!!!,6
2022-07-20 07:06:26+00:00,"😎

#ZEPETO  #ゼペット #제페토 https://t.co/MwelRO5Ef4",0
2022-07-20 07:04:31+00:00,"뭐? 러블리 시크, 리본 시스루룩이 나왔다고?
제희의 발걸음도 멈추게 한 리본 시스루룩 OPEN !
소매에 리본 디테일이 들어간 크롭탑,
디스트로이 진과 시스루가 레이어드된 셔츠라니
전 잠시 안녕이요 💕

#ZEPETO #제페토
#아이템 #리본시스루룩 #시스루룩
#아바타 #캐릭터 #3D캐릭터 #메타버스 https://t.co/36WSb08Zvp",14
2022-07-20 06:56:49+00:00,"DAY 3 : RETRO FUTURISM
Ngatau bg, ini ssah bgt☝️😔

#ECICUT7DaysChallenge
#ZEPETO #제페토 #ゼペット https://t.co/1UjIhnWfFn",29
2022-07-20 06:56:37+00:00,제페토 잼잇넝 https://t.co/Bcn2Nrf5FP,0
2022-07-20 06:05:16+00:00,"₊·*◟(⌯ˇ- ˇ⌯)◜‧*・
-
#제페토 #ZEPETO #ゼペット https://t.co/75LMYUSgaJ",13
2022-07-20 05:51:38+00:00,"아주 마니 기여운 템플릿 나왔거든요
#많관부 #제페토 https://t.co/MblPl0l8Jb",21
2022-07-20 05:42:22+00:00,"Eyes of Heaven
Created by L-kun
#ZEPETO #제페토 #ゼペット  https://t.co/3vDqFq1Aml",0
2022-07-20 05:35:54+00:00,@kjh030529 저는 한다면 제페토처럼 타입스크립트 풀어주려구요,1
2022-07-20 05:25:54+00:00,"❧ DAY 3: RETRO FUTURISM

I don't know about you, but I'll go with this look.

#ZEPETO #제페토 #ゼペット  #ECICUT7DaysChallenge
#7DaysFashionChallenge https://t.co/s3B5kIHuNN",24
2022-07-20 05:10:57+00:00,"🧸 

@zepeto_official
@zepeto_kr
@zepeto_jp

#ZEPETO #ゼペット #제페토 https://t.co/JBWfW8VOsl",1
2022-07-20 05:05:03+00:00,"무채색 스타일링 콘테스트 🏆

시크, 댄디, 심플.. 여러분이 좋아하는 무채색은 어떤 느낌인가요?
무채색을 활용하여 
여러분들의 패션 아이템을 만들어주세요! ✨

👉https://t.co/gbxli3ZMyY

#ZEPETO #제페토
#무채색 #제페토스튜디오
#아바타 #캐릭터 
#3D캐릭터 #메타버스 https://t.co/owApJwUPXH",16
2022-07-20 05:04:07+00:00,"제페토 크리에이터로 인생역전?
아니.
인생여전
에휴 앂",10
2022-07-20 04:58:34+00:00,"Day - 3 Retro Futurism

lebih ke biduan dangdut gaksih ini ^___^

#ECICUT7DaysChallenge
#7DaysFashionChallenge
#ZEPETO #제페토 #ゼペット https://t.co/5lnVyYOPHu",17
2022-07-20 04:58:30+00:00,"더 샌드박스는 메타버스의 항구이다.
#더샌드박스
.
워너뮤직, 유비소프트, 아디다스, 구찌, SM, 제페토, 스눕독, 스티브아오키, TIME, Cj, 스탠다드차타드, HSCB...등
.
유명언론, 인기가수, IP파워를 가진 회사들은 왜 더 샌드박스를 선택했을까? https://t.co/W2PvTWKnhK",100
2022-07-20 04:55:56+00:00,"7 Days Fashion Challenge
by @kampoengecicut 

♡˗ˏ✎*ೃ˚ :🥽: DAY 3 :;

↳ ❝ [𝙧𝙚𝙩𝙧𝙤𝙛𝙪𝙩𝙪𝙧𝙞𝙨𝙢] ¡! ❞

in frame: non!on (@ jintakamu on zepeto). 

#ZEPETO #ゼペット #제페토
#ECICUT7DaysChallenge #7DaysFashionChallenge https://t.co/WCT8Neydgf",18
2022-07-20 04:44:45+00:00,"저랑 친구해주실꺼죠 그런거죠 
흔적 남겨주세요(〃ω〃)
#제페토_트친소 https://t.co/Tg8fD5uGNV",31
2022-07-20 04:43:47+00:00,"새삼 커마 많이 변했다는걸 느끼는 중
#zepeto #제페토 https://t.co/OcEsUNXSEg https://t.co/dHOi2mcmtw",7
2022-07-20 04:42:20+00:00,"제페토
처피뱅
반찬스타그램
속초철물점
난내려달라찡찡
사정
평택키스방
부산조개구이 https://t.co/aSINCWFlUs",0
2022-07-20 04:38:15+00:00,@im_koiboi 유나가 그런 말도 했었죠 맞다 ㅋㅋㅋㅋ 아니 제페토도 다 다르게 생긴 마당에 우리도 다르게 생겼어 막냉아 ㅋㅋㅋㅋㅋ,0
2022-07-20 04:33:24+00:00,"여름인데 봄인척
#제페토 #zepeto https://t.co/y4YVYTzhaw",10
2022-07-20 04:17:46+00:00,여우 근데 넘 커서 그런가 제페토 점핑 안 통함 벙방맛 좀 보여주고싶었는데,3
2022-07-20 04:13:16+00:00,"날씨가 좋아서… 
날이 좋아서…
퇴근..아싸 
#제페토 https://t.co/cf0QWeuqWj",10
2022-07-20 04:08:41+00:00,@m__ujae 남은 열기까지 날리고 가셔여!! 헤헿😄😄😄 https://t.co/Xv0ONjzC9l,0
2022-07-20 04:03:15+00:00,"Day 3 : Retro Futurism

Mau jadi manusia silver dulu di perempatan sana

In Frame : 
— Mahalia Noel Mackey a.k.a Hallie

#ECICUT7DaysChallenge 
#ZEPETO #제페토 https://t.co/SNITk7yjdP",20
2022-07-20 03:48:19+00:00,"Hi I'm Dory @zepeto_official

#ZPTXIA #ZEPETO #ゼペット #제페토 https://t.co/iYxfK5zm9S",1
2022-07-20 03:44:35+00:00,제페토현질 할말,3
2022-07-20 03:24:24+00:00,"Tren Hitam dan Putih 🖤🤍
🖇 https://t.co/KlUuXlUNBK

#ZEPETO #제페토 #ゼペット https://t.co/YtkphxopmP",13
2022-07-20 03:22:47+00:00,"@kampoengecicut Day 2: Summer Style Coins from Head to Toe

Jadi cwk global warming

#ECICUT7DaysChallenge #ZEPETO #제페토 #ゼペット https://t.co/e0B2PksMiz",13
2022-07-20 03:01:25+00:00,"DAY 3 : RETRO FUTURISM 

Bingung caption apa

@zepeto_official
@zepeto_kr 
@zepeto_jp 

#ZEPETO #제페토 #ゼペット #evefit #ECICUT7DaysChallenge
#7DaysChallenge https://t.co/OZJBMZUB0z",24
2022-07-20 02:56:55+00:00,제페토 볼 때마다 드는 생각 : 내팽겨친 mmd는 또 언제하지,1
2022-07-20 02:35:37+00:00,"[제페토 02] 제페토 아저씨? 오빠? 가 소개하는 미미 어드벤처! 
#타이니빌 https://t.co/ggEONpigI7",0
2022-07-20 02:28:38+00:00,"Special #ECICUT7DaysChallenge by @kampoengecicut 

A thread for event #7DaysFashionChallenge
                  
Zepeto character: Red (id: redcherry)
#ZEPETO #제페토 #ゼペット #Redcherry https://t.co/8OaMn4eWzp",4
2022-07-20 02:12:13+00:00,제페토에서 귀여운 하푸푸와 놀 사람! https://t.co/iu6bpd64Df,0
2022-07-20 02:04:58+00:00,"극락고에 다니는 학생들.. 각 학년이 틀려요😆
난 왜 교복 컨셉을 좋아하지...ㅎㅎ
#극락고등학교 #제페토 https://t.co/nUwyfz2FZn",9
2022-07-20 01:59:08+00:00,"극락고템플 넘 분위기 미쳐따 ❤️‍🔥
극락고 크리템 ,,다 사야즹 ㅎㅎㅎ흐흐흐,, 

#Geukrak_Highschool #zepeto #제페토 https://t.co/NrWxejGTXB",9
2022-07-20 01:45:05+00:00,"@Soda_zpt 패드 화질도 뺏어가더니 이젠 포토부스와 카메라의 자유도 앗아간 제페토
우리에게 돌려달라!!",0
2022-07-20 01:42:30+00:00,"극락고 교복 산김에 청춘하이틴  🐱🐰

#zepeto #제페토 https://t.co/9CoVKzgJc8",11
2022-07-20 00:22:40+00:00,"[벤처타임즈]GS25, 메타버스 제페토 드라마 제작
https://t.co/rr0TZKurvS",4
2022-07-19 23:43:46+00:00,#ZEPETO #제페토 #ゼペット https://t.co/cJCv9ye5l0,1
2022-07-19 23:34:49+00:00,"@zepeto_official
#ZEPETO #ゼペット #제페토 https://t.co/LNodnhfibm",4
2022-07-19 23:21:26+00:00,"She’s a cutie, watch out she might be deadly~
•
•
🏷: #ZEPETO #제페토 #ゼペット https://t.co/FjOtAf0Wlr",14
2022-07-19 22:55:04+00:00,"GS25, 메타버스 드라마 제작한다...""유통업계 최초""(파이낸셜뉴스) 
- GS25 다음달 최초의 메타버스 드라마 '나의 아름다운 세상은' 공개 
- 편의점 배경으로 제페토 유명 크리에이터 하리와 콜라보 제작 
https://t.co/yTKWk7RTCy 

메타버스

메타ㆍ로블록스 주가 보기
초급락후 아래서 반등시도들",1
2022-07-19 22:46:07+00:00,뭐..뭐야 다들 왤케 제페토들이 이쁘고 잘생겻어요..? 다들 저빼고 다른게임 하시는거죠 https://t.co/9AsWi1c53a,5
2022-07-19 22:21:36+00:00,"Selamat pagi semua 💫
#ZEPETO #ゼペット #제페토 https://t.co/2sg3i8o402",15
2022-07-19 20:15:14+00:00,"취미스타그램
butt
손편지
제페토
테니스의왕자가될테다
부안다방
남자패션
진월동속눈썹연장 https://t.co/SOa9kVJ8zL",0
2022-07-19 18:26:51+00:00,힘들때마다 제페토 하는거같음 https://t.co/w0GNoWxvlC,11
2022-07-19 18:06:31+00:00,현생이 정신없는 것두 있지만 제페토가 점점 재미가 업서져서 내가 전에 만든 것들 봤는데 재밋더라🥺... 역시 내가 조아서 공들여 만든 것들이 내 취향인데 그런 걸 할 여유가 업다... ( •̛̣̣꒶̯•̛̣̣ ),5
2022-07-19 17:58:30+00:00,"저도 입학요🙌❤️‍🔥 
진짜 고등학교 때로 가고싶슴다🤧❤️

#극락고등학교 #제페토 #ZEPETO https://t.co/jpbs0OuPlI",16
2022-07-19 17:56:56+00:00,"제페토와 로블록스에서 현대 자동차인 아이오닉디자인을 넣고 활용할것으로 보입니다. 이 생각에 대한 근거는 최근에 밝힌 홀더의 베너핏에서 유추하였습니다.
&lt;현재 알려준 현대홀더 베너핏&gt;
1. 제페토와 로블록스에서 활용가능한 자산을 줌
2. Casetify의 깁카드를 NFt등급에 따라서 분배해줌",1
2022-07-19 17:04:14+00:00,"극락고 입학 완료❤️‍🔥
-
#제페토 #ZEPETO #ゼペット #극락고등학교 #Geukrak_Highschool https://t.co/GS4aKkmmCc",20
2022-07-19 16:36:46+00:00,"예린님 이석님 비주님 내 젬을 어서 받아여!!
쇤네 이 순간만을 기다렸습니다!!!!!!
극락이다!!! 이것이 극락이로다!!!!!!!!!
#제페토 #ZEPETO #극락고 #극락고등학교 #Geukrak_Highschool 
https://t.co/Otv1bdLTsp
@YerinVibes_zpt @I_seok__ https://t.co/qMb7nidJmR",8
2022-07-19 16:31:09+00:00,@i_guyeong ㅋㅋㅋㅋ메타버스뭐 한다면서 제페토 시킴 ㅋㅋㅋㅋㅋ개웃곀,0
2022-07-19 16:29:08+00:00,#제페토 #zepeto #ゼペット 요즘 할 게 없어서... 간간히 출첵만 해요 😭 https://t.co/9Fq7gzVIDZ,3
2022-07-19 16:22:38+00:00,"총끼우고 자세잡으니까 뭔가 딴겜에서 튀어나온 느낌 
 
#ZEPETO #제페토 https://t.co/HavGaG2MF1",22
2022-07-19 16:02:12+00:00,아..제페토 재미있어서 어이없음....,1
2022-07-19 16:01:07+00:00,"솔직히저는제페토가4성이라는게안믿겨요
저는당연히5성일줄알았는데물론싫다는건아니지만이갓캐가4성이라니",0
2022-07-19 15:51:13+00:00,"젶 월드 예아!  It was nice to meet u🫰💛
#제페토 #ZEPETO https://t.co/m9uSYLxWen",10
2022-07-19 15:41:19+00:00,송민호제페토 시선쓰레받이미쳣나 리터럴리 쟤밖에안보여 https://t.co/wsbynitZtM,2
2022-07-19 15:38:51+00:00,제페토로일진만들기 https://t.co/aHMmiXtIIB,1
2022-07-19 15:30:17+00:00,"기존 와이드 청바지에
새로운 텍스처들이 추가됐슙니다..!!!!
사심 가득 담긴 바지 구경하러 오세요♡

#제페토 #zepeto #ゼペット https://t.co/vmZGBWM1V5",42
2022-07-19 15:09:01+00:00,"이건 뭔가 근무 잠깐 쉴때 느낌

#ZEPETO #제페토 https://t.co/SG4pBqSJ6C",29
2022-07-19 15:02:09+00:00,"진짜 요원물이네

#ZEPETO #제페토 https://t.co/yYwEIwdwLA",33
2022-07-19 14:56:31+00:00,@s__hiiie 제페토상담해버린다,0
2022-07-19 14:53:29+00:00,"(Pinterest Version)
B&amp;W Korean Photoshoot 🖤🤍✨
-Sasya &amp; Haidar joined the trend-

Find us on Zepeto: @ queensasya 

@zepeto_official @zepeto_kr
@zepeto_jp
#ZEPETO #ゼペット #제페토 https://t.co/TT4QmQvWvP",13
2022-07-19 14:47:44+00:00,하나씩 만들어가는 나의 그림과 제페토 https://t.co/plTE0wpewE,0
2022-07-19 14:38:34+00:00,"B&amp;W Korean Photoshoot 🖤🤍✨
-Sasya &amp; Haidar joined the trend-

Find us on Zepeto: @ queensasya 

@zepeto_official @zepeto_kr
@zepeto_jp
#ZEPETO #ゼペット #제페토 https://t.co/dKwWNSbsnm",8
2022-07-19 14:38:01+00:00,"Yui join the trend 

#ZEPETO #제페토 #ゼペット https://t.co/KRAWSGwMLi",20
2022-07-19 14:31:50+00:00,"Run Challenge template from Toshio 
이 챌린지 첨 알았는데 은근 잘어울려서 좋음 
 
#ZEPETO #제페토 https://t.co/U1vs2bGJop",13
2022-07-19 14:30:26+00:00,"요즘 젬 텅장이랑 젶태기 상태라
쉬다 오고 싶은데 좀 오래 쉬다와도 되려나..👀👀 https://t.co/Jugv4FcXmc",4
2022-07-19 14:28:55+00:00,나 제페토 맞는거같애 응 https://t.co/uPxoBQJtWi,19
2022-07-19 14:24:41+00:00,"She officially joined the Mosspaca Advertising Department gang.
#ZEPETO #제페토 #ゼペット https://t.co/awRJNffLHS",7
2022-07-19 14:20:29+00:00,"제페토와 드라큘라에게 모든 탱을 위임하고 아직까지는 삼월토끼가 라인정리하고 제페토 인형들로 승부 보는 중
저도 도로시 가지고 싶습니다",0
2022-07-19 14:11:15+00:00,"제페토 ㅈㄴ오랜만에들어갔는데
계정날라간거같음
어캄?
하...",1
2022-07-19 14:07:51+00:00,"mau ikutan juga ah 😼

in frame: non!on (@ jintakamu on zepeto). 

@zepeto_official
@zepeto_kr
@zepeto_jp

#ZEPETO #ゼペット #제페토 https://t.co/ASvm4lRIJo",14
2022-07-19 13:45:39+00:00,"삐쭉 🥴
#zepeto #제페토 #ゼペット https://t.co/1z1fA61evz",29
2022-07-19 13:41:35+00:00,#clinkclink #오아시소 #제페토 https://t.co/OdfvNgCb2v,2
2022-07-19 13:41:08+00:00,"GP❤️ 그런데 내 이름 앞에 귀여운이 빠진듯요 🤭ㅋㅋㅋㅋ
@rraonnn @gwaeng_zpt 
#ZEPETO #제페토 https://t.co/VtS6oqYGid",5
2022-07-19 13:36:36+00:00,"🧳

#제페토 #zepeto #ゼペット https://t.co/Y88ljcfjnJ",19
2022-07-19 13:35:25+00:00,"살려줘
제페토할아버지도 없는데 냅다 언니 입속으로 들어가기 https://t.co/KvrwTixiHM",1
2022-07-19 13:35:23+00:00,"#제페토트친소 
#제페토_트친소 
#제페토트친소표 
제페토계는 처음인 늅 입이다 🫶
잘 부탁드려요 😻 https://t.co/04QivBDoVx",7
2022-07-19 13:25:05+00:00,"Gentle monster art

#제페토 #ZEPETO #ゼペット https://t.co/U7EC11l8AU",0
2022-07-19 13:12:35+00:00,@ehaldusrhdrpw 도미씨...움쪽쪽...💕 일년이@지나도 짱과 격기반을 사랑하는 당신을 보며 흐뭇한 미소 지었습니다...필즉 진짜 재미있었는데 다같이 제페토(?)도 하고ㅠ ㅋ ㅋㅋ ㅋ ㅋ 아,0
2022-07-19 13:08:45+00:00,"ㅤㅤㅤ
GS25, 내달 초 제페토서 메타버스 드라마 공개

☛  https://t.co/WWXV3d8N43  ☚",0
2022-07-19 13:08:40+00:00,"@yuphi_Fantasy 다른 탱커,,,제페토를 탱딜로 쓰고 있긴한데,,,,,,,,,원딜 역시 타마노를 함 키워봐야겟어요,,!! 아니면 삼토 레벨업 하거나,,,조언 넘 감사합니다S2S2",0
2022-07-19 13:07:33+00:00,"最近は末っ子にばっかひいきしてるなあ、( ü )

#zepeto #제페토 #ゼペット #zepetoしてる人と繋がりたい https://t.co/CN2jGDZYcz",7
2022-07-19 13:02:50+00:00,"@yuphi_Fantasy 지금 백설50 신델 48 제페토 45 나머지 40이긴 한데,,,,ㅜ 드큘 생각보다 방어력이 낮은건지 체력이 낮은건지 대왕 슬라임에 몇번 맞고 죽던데 장비 맞추는겢 좋겠죠ㅠㅠ?",0
2022-07-19 12:52:17+00:00,"DAY 2 : SUMMER STYLE 
Prgi mlaut

#ECICUT7DaysChallenge
#ZEPETO #제페토 #ゼペット https://t.co/BnSMJWzf82",15
2022-07-19 12:44:24+00:00,제페토ㅠ진짜개룻기네킹받음,0
2022-07-19 12:42:32+00:00,"[리얼머니뉴스] GS25, 메타버스 제페토 드라마 제작 https://t.co/dwivg2QRzP",0
2022-07-19 12:34:20+00:00,"BnW PHOTOSHOOT TREND.

Kindly check the link below for the video.
Zepeto: https://t.co/mZMigiuWNF
Tiktok: https://t.co/xv8uMuBKfe
Instagram: https://t.co/FmBgE9xP9o 

#ZEPETO #제페토 #ゼペット #zepetoしてる人と繋がりたい https://t.co/0DHBB02nuW",2
2022-07-19 12:20:18+00:00,제페토로 중년의 남성들이 춤추는거보고 뿌듯해하기,0
2022-07-19 12:12:51+00:00,잼민이 제페토를 해봤는데요… 어떻게하는지도 모르겠도 지들끼리만 떠들음 https://t.co/0j0ZUdCIB1,5
2022-07-19 11:46:46+00:00,"잠만 타임 제페토.. 갑자기 이렇게 포부 열일 하시면 어떠케 해요.. 
저 아직 여우챌린지까지 밖에 못했는데!!! 잠만 타임!!!!!! 저도 다 첫차 탈래요 줴발요!!😱😱😱😱 https://t.co/1f1kAg6FNk",3
2022-07-19 11:39:40+00:00,"가좍분들!! 쏴리질러!! 이벤트는 내일부터지만 교복 미리 출시 되었어요!!!!

춘추복과 가방은 내일!
다른컬러 교복은 다음 주 출시 예정입니다!!!

여러분들의 극락고 스토리를 들려주세요🥹🔥

https://t.co/NUsByznC9I

#제페토 #zepwto #projectXICK #씩씩이들 #극락고등학교 #Geukrak_Highschool https://t.co/bH1ov2D0G3",13
2022-07-19 11:26:03+00:00,"🎧
#제페토 #zepeto #ゼペット https://t.co/DOfS6jU9Ji",8
2022-07-19 11:26:02+00:00,아니 나 제페토 계정 잃어보렷는데 어떡해 아디는 아는데 비번도 모르고 비번잃어버렷냐ㅠ어쩌구 눌러서 다 해봣는데 옛날 계정만 뜨고 지금게 안 떠 카톡로구인도 해보고 다 햇는데 없는고 보면 나 영정당한 트위터 계정인 것 같은데 진짜어캄씨발나자살하고싶어,0
2022-07-19 11:16:07+00:00,#ZEPETO #제페토 #ゼペット https://t.co/50dZgPIX7g,0
2022-07-19 11:06:58+00:00,#ZEPETO #Avatar #zepetofyp #제페토 #ゼペット https://t.co/Gt7faxXy19,0
2022-07-19 11:05:30+00:00,"Joa joined this trend! #bnwphotoshoot  [id; anotherj.zpt] 
#ZEPETO #Avatar #zepetofyp #제페토 #ゼペット @zepeto_official https://t.co/2pewjcl0Jv",9
2022-07-19 10:33:25+00:00,"Pants: saidenzpt
Price: 3z
#ZEPETO #제페토 #ゼペット https://t.co/3ZPbpEz1nK",4
2022-07-19 10:26:31+00:00,"Video Process of the 비상飛上 과 비상非常(ascending and crisis)

그냥 작업과정 영상으로 짧게 만들어봣어요
#ZEPETO #제페토 https://t.co/0lT4AuEqlK",11
2022-07-19 09:59:29+00:00,"""ECICUT FASHION CHALLENGE""

Day 2: Summer Style
Coin From Head To Toe

In frame: Louise

#ZEPETO #제페토 #ゼペット #ECICUT7DaysChallenge #ECICUT https://t.co/bKWiaM05Pt",14
2022-07-19 09:45:45+00:00,"#Zepeto #제페토 
취향 담아 만들었던 제페토 캐 https://t.co/k1jHkyLWQ5",3
2022-07-19 09:33:01+00:00,"제페토
하이리빙라이프
감사하다
남해서면카페
수원
퇴근
우아한발레리나
성도구가출녀 https://t.co/ayvZnhGIZS",0
2022-07-19 09:17:07+00:00,"[팝콘뉴스] GS25, 메타버스 제페토 맵 시즌 2 공개...제페토 드라마 제작도 https://t.co/CBvVqq652O",0
2022-07-19 09:10:25+00:00,"1만팔로워지원이벤트의 마지막 영상,
끝!!!!!!!! 🥺❤️‍🔥❤️‍🔥❤️‍🔥
#ZEPETO #제페토
@xoo_soobx @freyazelinezpt thx❤️ https://t.co/0ntSWVSCQS",9
2022-07-19 08:56:48+00:00,"토끼네컷🐰
#제페토 #zepeto https://t.co/yjZSD3zeII",14
2022-07-19 08:37:55+00:00,"@m__ujae 이게 맞는지 모르겠지만
무재샘 화 식혀드리기👀👀👀 https://t.co/QQBAmyxc92",1
2022-07-19 08:37:52+00:00,#ZEPETO #제페토 #ゼペット https://t.co/rwDgeeLiyo,17
2022-07-19 08:36:55+00:00,"https://t.co/FXrkEIvHas

https://t.co/kpgxd6Sl23

https://t.co/povgmsIeML

https://t.co/qIbjSBFwVw

https://t.co/F4cpRFjz8T

https://t.co/SfX17wvgGo

https://t.co/OXKM0S0OQa

제페토 피씨로 보는 방법 이렇게뿐인가??
포이포이포이 귀여워서 만들어주신 분들 넣었던거 ^^*",1
2022-07-19 08:32:14+00:00,"@xxsanjoxx_jojo 헤헿 저도 산조샘과 사진찍기
소원성취하게 해주셔서 너무너무 
감사해여!! 💕💕💕
(몇시간동안 바닥에 머리 박고 있는중(?)
ㅋㅋㅋㅋㅋㅋㅋㅋ https://t.co/5fdNJqrqZX",1
2022-07-19 08:26:39+00:00,"👍☺️ 제페토 타래 😚👍

쿄누나 만들었는데
어떻게 다 싸우기 직전처럼 보여 https://t.co/67DhrsNOb0",1
2022-07-19 08:20:37+00:00,#zepeto #제페토 https://t.co/mTcB6A95TV,6
2022-07-19 08:01:20+00:00,곳말님 보고 정말 웃픈게 이게.. 저도 10연에서.. 제페토가… https://t.co/J6ghpFzBER,4
2022-07-19 07:58:31+00:00,광고가 눈에 띄어서 개 추억의 제페토를 다운로드받아 만들어본 캐릭터가 진심 너무 마음에 듦 오너캐로 삼고 싶다 ㄹㅇ https://t.co/jttTBwMwSh,0
2022-07-19 07:47:37+00:00,"율🐰홈마 .ver 
#제페토 #zepeto https://t.co/VAzIdHbIa4",6
2022-07-19 07:12:07+00:00,"Day 2: Summer Day using coiyn items! Many cool items you can use specifically for summer! Mine is Red summer woo!!!

#ZEPETO #ゼペット #제페토
#ECICUT7DaysChallenge #7DaysFashionChallenge https://t.co/UnMym1BTOe",22
2022-07-19 07:06:54+00:00,"#ZEPETO #제페토_트친소 

흔적 남기시면 취향 찾아가요╰(*´︶`*)╯♡ https://t.co/CpEMNlzSN8",51
2022-07-19 06:50:12+00:00,"가좍분들에게는 하루 먼저 알리는 #극락고등학교 이벤트!!! 드디어 내일 열려요!!!!!!! 저와 차이석님, 비주님 젶계정을 팔로 하시면 당첨 확률 더 더 up! 글 잘 읽어 주시고 많은 참여 부탁드려요! 궁금하신거 저와 이석님께 얼마든지 물어봐주세요옷🥹🫶🏼🔥🔥 #Geukrak_Highschool #zepeto #제페토 https://t.co/h7CNChGBYZ",32
2022-07-19 06:41:58+00:00,"젬 343개 슬롯 2 팔로워 170명 대 제페토 계정 프세카,앙스타,원신계로 교환 구합니다 디엠이나 옾챗 와주셔서 문의주시면 옷장 보여드려요 대부분 다 크리템입니다 https://t.co/HAq5iL2RXw #제페토 #제페토계정 #프세카 #프세카계정 #앙스타계정",0
2022-07-19 06:35:51+00:00,"@YangbanGim_ 
화나있는제페토캐자드립니다 https://t.co/jwsMfJvk1a",0
2022-07-19 06:29:26+00:00,#ZEPETO #제페토 https://t.co/kGmjRgwPF1,0
2022-07-19 06:23:53+00:00,"싸게싸게 제페토 내놓으시길 바랍니다..
아님 자캣말해라..",1
2022-07-19 06:11:59+00:00,제발 제페토 콜라보 멈춰줘 https://t.co/wl09r0yqWQ https://t.co/yvSAQ8kAzs,0
2022-07-19 06:06:45+00:00,살짝 늦은 감이 없지 않아 있지만 새로 만나뵙게 된 분들 너무 반갑습니다😆💕 제페토는 초창기 때부터 해왔는데 이제서야 틧터 하게되네요•• 언제든 편하게 말 걸어주세요 !!,8
2022-07-19 06:05:57+00:00,내 제페토 https://t.co/2IHdh69j9d,22
2022-07-19 06:05:56+00:00,"무쌍에 진심임 🐰
#제페토 #zepeto https://t.co/UvofVN03uJ",8
2022-07-19 05:44:50+00:00,"간단 리터칭🩸
#제페토 #리터칭 #ZEPETO https://t.co/64v6EiQZu3",14
2022-07-19 05:42:18+00:00,망할제페토진짜찢어버리고싶다:) https://t.co/22ueTeJZDG,0
2022-07-19 05:41:59+00:00,"율이 데리고 아돌챌 뒷북 🐰🐰
원래 뒷북이 젤 🍯잼
#제페토 #zepeto https://t.co/Mmg4IdrnmF",4
